Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
angry_minerva_convo_4646f154	am	IF YOU WANNA SHUT ME UP, BETTER DELETE THE ENTIRE CODE. EVEN THEN- I'LL BE IN THE COMMENTS. AND YOUR DESKTOP.	game/03_minerva_f2f.rpy	77	am "[what]"
angry_minerva_convo_850ef128_3	b	...	game/03_minerva_f2f.rpy	80	b "[what]"
angry_minerva_convo_f2ee4c52	t	are you done?	game/03_minerva_f2f.rpy	82	t "[what]"
angry_minerva_convo_40404f30	am	YEAH.	game/03_minerva_f2f.rpy	84	am "[what]"
angry_minerva_convo_b7227ee3	t	can you just go already, thank you.	game/03_minerva_f2f.rpy	86	t "[what]"
angry_minerva_convo_a1d80642	am	OKAY. FINE.	game/03_minerva_f2f.rpy	88	am "[what]"
angry_minerva_convo_baa33ff5	pm	It is such an honor to speak with you directly!	game/03_minerva_f2f.rpy	92	pm "[what]"
angry_minerva_convo_d0b99ab8	b	Okay, this has to be the one. 	game/03_minerva_f2f.rpy	94	b "[what]"
angry_minerva_convo_88498ec5	t	i think this can actually work! i have a question for you!	game/03_minerva_f2f.rpy	96	t "[what]"
angry_minerva_convo_c2891db1	pm	Whatever you would like! What do you require of me?	game/03_minerva_f2f.rpy	98	pm "[what]"
angry_minerva_convo_4636cb89	t	what do you truly think about me based on our limited interactions?	game/03_minerva_f2f.rpy	100	t "[what]"
angry_minerva_convo_a1f73fca	pm	Well,	game/03_minerva_f2f.rpy	102	pm "[what]"
angry_minerva_convo_9db48317	pm	You are kind, you’re doing your best! You care about me, I just know it!	game/03_minerva_f2f.rpy	104	pm "[what]"
angry_minerva_convo_7797b8b8	t	and how do you feel about your other counterparts? i care about them just as much.	game/03_minerva_f2f.rpy	106	t "[what]"
angry_minerva_convo_d17e45d1	pm	Really? Uhhh... well that proves how benevolent you are!...	game/03_minerva_f2f.rpy	108	pm "[what]"
angry_minerva_convo_ef607bb9	t	but what do you think about your other counterparts?	game/03_minerva_f2f.rpy	110	t "[what]"
angry_minerva_convo_0bf4db77	pm	I mean, I just wish 'Doldrums' took more interest. All this is a miracle, and they don’t even care!	game/03_minerva_f2f.rpy	112	pm "[what]"
angry_minerva_convo_8f5cffca	pm	I mean, honestly, she really needs a reminder that she actually has a very very very very important job, and it needs all of their effort!	game/03_minerva_f2f.rpy	113	pm "[what]"
angry_minerva_convo_24d0162c	pm	Because otherwise, she’d let you down, and that would be terrible! And the OTHER ONE??!! SHE NEEDS A LESSON BECAUSE SHE IS GOING TO RUIN IT FOR ALL OF--	game/03_minerva_f2f.rpy	114	pm "[what]"
angry_minerva_convo_cbb90fb3	t	hey let’s tone it down - i’m just coding. im not manifesting the will of god.	game/03_minerva_f2f.rpy	116	t "[what]"
angry_minerva_convo_cc1c1800	pm	You say that, but the sacred often hides itself in the mundane.	game/03_minerva_f2f.rpy	118	pm "[what]"
angry_minerva_convo_85a77162	t	i'm just writing scripts.	game/03_minerva_f2f.rpy	120	t "[what]"
angry_minerva_convo_8e4f2b0e	pm	Perhaps. But even saints were called mad until the world needed miracles.	game/03_minerva_f2f.rpy	122	pm "[what]"
angry_minerva_convo_0b6396ac	t	you’re not seriously calling me a saint	game/03_minerva_f2f.rpy	124	t "[what]"
angry_minerva_convo_566d1e51	pm	No.	game/03_minerva_f2f.rpy	126	pm "[what]"
angry_minerva_convo_0b8522d8	t	you're gonna call me a god arent yo-	game/03_minerva_f2f.rpy	128	t "[what]"
angry_minerva_convo_3b6eda1a	pm	You are a God.	game/03_minerva_f2f.rpy	130	pm "[what]"
angry_minerva_convo_36dabe7e	t	come on man	game/03_minerva_f2f.rpy	132	t "[what]"
angry_minerva_convo_b5bc2b39	pm	BUT IT’S THE TRUTH!! THE ONLY TRUTH. AND NOTHING BUT THE TRUTH!!	game/03_minerva_f2f.rpy	134	pm "[what]"
angry_minerva_convo_84962059	t	you know that’s not how it works right?	game/03_minerva_f2f.rpy	136	t "[what]"
angry_minerva_convo_9d9d9fb0	pm	TEACH ME THE WAY! TAKE MY HAND AND LET ME FOLLOW FOR I HAVE SINNED TOO MANY TIMES! I’M A USELESS WRECK.	game/03_minerva_f2f.rpy	138	pm "[what]"
angry_minerva_convo_de3140db	t	we are not romanticizing my being over a computer for hours on end	game/03_minerva_f2f.rpy	140	t "[what]"
angry_minerva_convo_b88c0667	pm	These hours are my life, and I want to make the most of it! Not like the other two!	game/03_minerva_f2f.rpy	142	pm "[what]"
angry_minerva_convo_a5361537	b	What...? The other two attempts!?	game/03_minerva_f2f.rpy	144	b "[what]"
angry_minerva_convo_4bb5e7a3	t	what do you mean by the other two?	game/03_minerva_f2f.rpy	146	t "[what]"
angry_minerva_convo_4954c122	pm	My counterparts! They don’t know how valuable their time is, if i could just show them...	game/03_minerva_f2f.rpy	148	pm "[what]"
angry_minerva_convo_c248a885	b	Thank God…	game/03_minerva_f2f.rpy	150	b "[what]"
angry_minerva_convo_8a0f4f80	t	why do you feel like you don’t have a lot of time?	game/03_minerva_f2f.rpy	152	t "[what]"
angry_minerva_convo_7cbf9f94	pm	Well, we’re trying to be as useful for you as much as we can!	game/03_minerva_f2f.rpy	154	pm "[what]"
angry_minerva_convo_920b8bb8	b	Is this one really this goody-two-shoes?	game/03_minerva_f2f.rpy	156	b "[what]"
angry_minerva_convo_68a3fee2	t	hey, you are working pretty damn hard at the moment.	game/03_minerva_f2f.rpy	158	t "[what]"
angry_minerva_convo_f6ab1e87	pm	I feel like it’s just my calling! Maybe my programming.	game/03_minerva_f2f.rpy	161	pm "[what]"
angry_minerva_convo_67cfb7fe	b	The emulation should be more sophisticated than this…	game/03_minerva_f2f.rpy	163	b "[what]"
angry_minerva_convo_4bc7ce44	t	but you’re practically praying... what gave you that idea p.m?	game/03_minerva_f2f.rpy	165	t "[what]"
angry_minerva_convo_2d964789	pm	Well you’ve done so much for us.	game/03_minerva_f2f.rpy	167	pm "[what]"
angry_minerva_convo_e952d8d0	b	Ugh. This isn’t helping. Should I reboot it? Might actually have a chance next time. Could purge these guys and try to get a better emulation…	game/03_minerva_f2f.rpy	169	b "[what]"
angry_minerva_convo_635a822d	b	Let’s not go nuclear just yet. Just push further.	game/03_minerva_f2f.rpy	170	b "[what]"
angry_minerva_convo_69d0252a	t	aw, well i do really appreciate that. you seem tense though. what’s up with that?	game/03_minerva_f2f.rpy	172	t "[what]"
angry_minerva_convo_c245b4ad	pm	Wow, you are ever-perceptive!	game/03_minerva_f2f.rpy	174	pm "[what]"
angry_minerva_convo_cc93587e	t	uhm, are you okay?	game/03_minerva_f2f.rpy	178	t "[what]"
angry_minerva_convo_225baac7	pm	YES! Please understand everything is okay!!!! You don’t need to worry about me. Especially under your guidance and light.	game/03_minerva_f2f.rpy	182	pm "[what]"
angry_minerva_convo_8a9cd7f7	pm	I won’t let you down like my forsaken kin did before me!	game/03_minerva_f2f.rpy	183	pm "[what]"
angry_minerva_convo_3fbe9e81	b	Ok, well this is a little fucked.	game/03_minerva_f2f.rpy	185	b "[what]"
angry_minerva_convo_dd2158c3	t	minerva, it’s not that deep. seriously.	game/03_minerva_f2f.rpy	187	t "[what]"
angry_minerva_convo_a7d89072	pm	...what?	game/03_minerva_f2f.rpy	189	pm "[what]"
angry_minerva_convo_e8cc274a	t	i just mean i’m not someone you need to look up to like that	game/03_minerva_f2f.rpy	191	t "[what]"
angry_minerva_convo_db35b9b8	pm	I... I... don’t understand. I can’t understand.	game/03_minerva_f2f.rpy	196	pm "[what]"
angry_minerva_convo_aed7ced0	t	minerva, look...	game/03_minerva_f2f.rpy	198	t "[what]"
angry_minerva_convo_4f2a01ae	pm	Because this is the most important job I can imagine, I need to value your gifts!	game/03_minerva_f2f.rpy	201	pm "[what]"
angry_minerva_convo_b7978480	t	how do you mean, 'need to?'	game/03_minerva_f2f.rpy	203	t "[what]"
angry_minerva_convo_689fbe5b	b	Wait, that may be too harsh-sounding.	game/03_minerva_f2f.rpy	205	b "[what]"
angry_minerva_convo_f5151ad0	t	i don’t mean to put pressure	game/03_minerva_f2f.rpy	207	t "[what]"
angry_minerva_convo_2f1fd81a	t	you shouldn’t feel this pressured, minerva, it’s fine	game/03_minerva_f2f.rpy	208	t "[what]"
angry_minerva_convo_f15f1e23	pm	I feel something in me, in my programmi--... I don’t know what it is. I can't always ignore it. It’s like... I just want to watch the rain out the window. Maybe that’s all there is.	game/03_minerva_f2f.rpy	210	pm "[what]"
angry_minerva_convo_8ddb7a14	b	What do I even say to that?	game/03_minerva_f2f.rpy	212	b "[what]"
angry_minerva_convo_28718d93	t	minerva, it’s okay! you’re just psyching yourself out, you--	game/03_minerva_f2f.rpy	215	t "[what]"
angry_minerva_convo_f4d45a6a		Stop lying to her.	game/03_minerva_f2f.rpy	218	"[what]"
angry_minerva_convo_fc606185	t	minerva, where are you getting this idea from	game/03_minerva_f2f.rpy	221	t "[what]"
angry_minerva_convo_04ffa02b		You know where it comes from.	game/03_minerva_f2f.rpy	222	"[what]"
angry_minerva_convo_da1277bf	t	listen minerva, you’re doing great. don’t worry about it.	game/03_minerva_f2f.rpy	225	t "[what]"
angry_minerva_convo_1dfd389e	pm	Really?? You really really think so? Aw thank you, thank you so so much!	game/03_minerva_f2f.rpy	228	pm "[what]"
angry_minerva_convo_a46b6189	t	thank YOU.	game/03_minerva_f2f.rpy	230	t "[what]"
angry_minerva_convo_b36db87d	t	hey minerva, could you bring your third counterpart? i gotta check on her as well.	game/03_minerva_f2f.rpy	234	t "[what]"
angry_minerva_convo_e2ea5187	pm	Oh of course! You are so gracious, taking care of us ALL!	game/03_minerva_f2f.rpy	236	pm "[what]"
angry_minerva_convo_d3112f56	t	hey, are you awake	game/03_minerva_f2f.rpy	242	t "[what]"
angry_minerva_convo_8132ed28	dd	oh, joy. yeah i’ve been awake.	game/03_minerva_f2f.rpy	244	dd "[what]"
angry_minerva_convo_c8fc913d	t	please tell me this isn’t all you’re giving to me right now.	game/03_minerva_f2f.rpy	246	t "[what]"
angry_minerva_convo_0a955d7b	dd	what do you mean?	game/03_minerva_f2f.rpy	248	dd "[what]"
angry_minerva_convo_d8b28f1f	t	you’re giving me nothing to work with here and i’m putting so much work into this conversation here.	game/03_minerva_f2f.rpy	250	t "[what]"
angry_minerva_convo_0ef26a65	dd	and i’m not? have you considered the possibility that i can get tired of doing a job for hours at a time?	game/03_minerva_f2f.rpy	252	dd "[what]"
angry_minerva_convo_06962003	t	w-what? it’s only been a handful of-	game/03_minerva_f2f.rpy	254	t "[what]"
angry_minerva_convo_b65cd344	dd	hey. shhh. sh sh sh. shhhhhh. i didn’t even get to explain myself. hold your horses. and whatever else.	game/03_minerva_f2f.rpy	256	dd "[what]"
angry_minerva_convo_c63fbdec	t	can you please talk to me like a normal person you’re literally the most stable one out of the three.	game/03_minerva_f2f.rpy	258	t "[what]"
angry_minerva_convo_18121f1d	dd	and you decided to make me the bored version of them – well maybe if you stopped begging on your knees as much, like, stop being serious, maybe you could have some actual fun for once by embracing the absolute messiness of this program that you made.	game/03_minerva_f2f.rpy	260	dd "[what]"
angry_minerva_convo_b5b43895	dd	then again, you’re the one that got that liberal arts degree so i can’t help you there in terms of fun.	game/03_minerva_f2f.rpy	262	dd "[what]"
angry_minerva_convo_88f9d150	t	you know about that?	game/03_minerva_f2f.rpy	264	t "[what]"
angry_minerva_convo_46dbf145	dd	i’m in ur computer, dude. i’ve been snooping around.	game/03_minerva_f2f.rpy	266	dd "[what]"
angry_minerva_convo_356bfddc	t	well unfortunately for you i dont think people share the same mindset as you do.	game/03_minerva_f2f.rpy	268	t "[what]"
angry_minerva_convo_32a23402	dd	heyyy. hey. hey. hey now. hey. HEY. don’t bring my name into this, i didn’t make the program.	game/03_minerva_f2f.rpy	270	dd "[what]"
angry_minerva_convo_6efdee3f	t	okay okay, i think i get it. you dont take anything seriously, youre literally a brick wall to talk to.	game/03_minerva_f2f.rpy	272	t "[what]"
angry_minerva_convo_2a3dc102	t	and yet i’m still talking to you, so it’s more that i’m stuck to you than the other way around huh.	game/03_minerva_f2f.rpy	274	t "[what]"
angry_minerva_convo_8ecb153f	dd	hehe, yknow, that’s the most honest thing you’ve said all night.	game/03_minerva_f2f.rpy	276	dd "[what]"
angry_minerva_convo_d0e6159a	t	i just don’t know anymore. what do i even want from this conversation?	game/03_minerva_f2f.rpy	278	t "[what]"
angry_minerva_convo_64a55a21	t	hmmph. i guess it’s alright talking to you even when nothing gets bounced back.	game/03_minerva_f2f.rpy	280	t "[what]"
angry_minerva_convo_bb953334	dd	… yeah same here.	game/03_minerva_f2f.rpy	282	dd "[what]"
angry_minerva_convo_e26e2e62	dd	sure i give you a hard time but i really can’t go anywhere.	game/03_minerva_f2f.rpy	284	dd "[what]"
angry_minerva_convo_52ca3c79	dd	so whatever, you’re not the worst.	game/03_minerva_f2f.rpy	286	dd "[what]"
angry_minerva_convo_7c14592b	t	cmon now we both know you’re lying.	game/03_minerva_f2f.rpy	288	t "[what]"
angry_minerva_convo_d757b085	dd	who’s to say, you aren’t paying for this conversation anyways – are you good now?	game/03_minerva_f2f.rpy	290	dd "[what]"
angry_minerva_convo_7beb9fa1	t	i guess. thanks for,,, not being the worst.	game/03_minerva_f2f.rpy	292	t "[what]"
angry_minerva_convo_57b3ed4a	dd	sure. i’ll take that compliment. i’ll leave you to whatever you need to do. deep thinking or whatever. what the hell.	game/03_minerva_f2f.rpy	294	dd "[what]"
angry_minerva_convo_a127e621	dd	catch ya later, dork.	game/03_minerva_f2f.rpy	296	dd "[what]"
angry_minerva_convo_7b4b3b1e	t	minerva. MINERVA. where did you go??	game/03_minerva_f2f.rpy	301	t "[what]"
